date,p0,p1,p2
2010-04-30,1.643445993216008e-10,0.9999999998358362,3.133924580929668e-18
2010-05-31,5.0604195539545735e-09,0.9999999949395715,5.0533839030360713e-17
2010-06-30,1.124851356161644e-09,0.999999998874955,5.654082355536693e-19
2010-07-31,1.5902023316922575e-08,0.99999998409794,1.136834391440416e-16
2010-08-31,1.1160756409997345e-06,0.999998883924204,7.353130886458669e-15
2010-09-30,1.7592882817796817e-06,0.999998240639981,7.186787065122892e-11
2010-10-31,2.040072062043685e-06,0.9999979553356737,4.592298764266386e-09
2010-11-30,1.590530523771184e-06,0.9999984072168396,2.2525299385022915e-09
2010-12-31,6.366064341559355e-07,0.9999993434578182,1.9935929671830784e-08
2011-01-31,9.566948041392102e-09,0.9999999899901013,4.429981368974425e-10
2011-02-28,4.618768301664897e-08,0.9999999537913038,2.102573056194836e-11
2011-03-31,8.614970651534862e-08,0.9999999138376588,1.2738004681065267e-11
2011-04-30,4.089103331793847e-08,0.9999999590900197,1.8757958615434792e-11
2011-05-31,2.3976772766428005e-08,0.999999976022082,9.86235040498212e-13
2011-06-30,5.668116022001285e-09,0.9999999943311195,7.499706018080031e-13
2011-07-31,6.0108866332017355e-09,0.9999999939891495,1.5008574120210498e-14
2011-08-31,2.7657366612467672e-08,0.9999999723427212,3.5040349886394696e-16
2011-09-30,6.12710497733163e-05,0.9999387289503333,4.770706890983393e-15
2011-10-31,0.002837539201271161,0.9971624597163932,1.082142208843372e-09
2011-11-30,0.0789453927594812,0.921054586722818,2.0517648553302014e-08
2011-12-31,0.8483461124485078,0.15165354796227098,3.395893982145138e-07
2012-01-31,0.9910611780321411,0.008902610607374632,3.621136039937094e-05
2012-02-29,0.9993776595161126,0.00045322346730824136,0.0001691170166039654
2012-03-31,0.9996759944139063,1.1362566930933196e-05,0.00031264301932365935
2012-04-30,0.9999732956785459,1.7229570547301597e-06,2.4981364432940294e-05
2012-05-31,0.9999982406522592,1.7510725568644929e-06,8.274966477114977e-09
2012-06-30,0.9999992763462504,2.529737064871718e-07,4.7068011745992987e-07
2012-07-31,0.9999994302963191,5.138122531051978e-07,5.589148158893153e-08
2012-08-31,0.9998515862002755,1.6170677842163457e-06,0.00014679673200106708
2012-09-30,0.7599515713187562,2.2277976364505372e-05,0.2400261507046562
2012-10-31,0.6896082413705392,1.640288650081126e-05,0.31037535574282327
